customer_id,first_name,last_name,email,phone_number,registration_date,date_of_birth,address,city,region
e9440399-8e0f-41bc-b552-848b6e17cc65,Barbara,Ware,ware.barbara@brown.com,+237 6841492364,2022-09-23 16:32:48,1952-12-16,"377 Chavez Cape
Smithstad, UT 65129",Lake Susanhaven,Rhode Island
6f579863-0cd6-4ac6-9cba-9ee57fdab4f1,Gregory,Powell,powell.gregory@mckenzie-meyer.com,+237 6510704905,2022-09-03 02:09:17,1954-02-02,"574 Peck Skyway
South Christy, MI 74042",East Mary,New Mexico
d408629c-1d4b-456f-b5c5-5304e3fd24eb,Bryan,Salas,salas.bryan@garcia.com,+237 6892253845,2021-11-01 05:24:31,1972-12-07,"5067 Stephanie Ramp
West Sarahberg, AK 44706",Loweryhaven,New Mexico
ce45c2f3-156c-42fa-a303-e8116f71b846,Brittney,Mitchell,mitchell.brittney@gross-mercer.com,+237 6859103610,2024-04-13 17:13:11,1964-09-05,"1141 Michele Villages
New Belinda, OR 04158",Robertport,Nevada
b909858a-4849-4a59-a5b7-3d8501d4c933,Rachel,Cannon,cannon.rachel@booker.com,+237 6701696944,2023-09-06 09:33:09,1934-12-24,"0574 James Shores
Travistown, MH 31161",Port Waltertown,Pennsylvania
f823164b-2a44-4e8b-88bc-a19e62149a1b,Matthew,Stevens,stevens.matthew@daniels.info,+237 6807839366,2024-03-17 08:08:47,1935-08-08,"766 David Lodge
Oscarport, PA 83811",North Alison,Maryland
740bad20-7fde-43de-aea7-5f51391e73c0,Dylan,Green,green.dylan@berry.com,+237 6574423865,2023-03-02 22:10:52,1936-06-08,"37339 Paul Lodge Apt. 729
Port Amyburgh, MP 22397",New Benjamin,North Carolina
37b7ae73-cccf-445e-9181-cb1669f9ed01,Christopher,Hines,hines.christopher@castaneda-lewis.net,+237 6772734394,2022-07-22 09:19:59,1969-12-22,"69999 Lauren Parkway
West Greg, VI 51591",Schmidtstad,Ohio
db3f7ce5-d720-4b7d-a44c-71dca5d6cfaf,Jeffrey,Bishop,bishop.jeffrey@huffman.com,+237 6238496681,2021-08-29 20:30:59,1981-11-13,"6103 Jessica Plains
Lake Amandaside, NC 61090",South Mollystad,Nebraska
66ab15a2-5d57-4165-b257-27ee80b6a6fa,Susan,Allen,allen.susan@anthony.org,+237 6732210448,2023-06-04 10:44:12,2001-05-20,"28776 Timothy Ways Suite 546
Lake Lisachester, NV 82149",Theresaside,Texas
c6e4a32e-ff62-4551-aa12-f952001c318f,Brittany,Terry,terry.brittany@ponce.com,+237 6802151768,2021-11-11 05:12:01,1989-01-02,"140 Vanessa Village
East Michellefurt, AL 89685",Pruittburgh,Iowa
a867ab61-6be6-4420-b767-613b5256fb79,Brooke,Carr,carr.brooke@brooks.org,+237 6752220950,2020-08-10 13:09:39,2001-11-22,"7911 Garrett Divide Apt. 626
East Kaylahaven, TX 14120",Hoffmanfort,New Mexico
a8690b6d-ec07-45e5-ac72-4d3dbc0ef053,Malik,Walters,walters.malik@obrien.com,+237 6510667526,2021-04-02 12:41:45,1957-02-06,"89242 Donovan Trail Suite 179
East Deniseberg, TN 45294",Warrenfort,Colorado
15168064-121a-43c7-8108-be406a038051,Claudia,Matthews,matthews.claudia@savage.com,+237 6554092003,2020-10-10 17:56:26,1933-09-23,"403 Crystal Ridges
Juliemouth, WA 03069",Nancyfurt,Utah
7483570f-bf2a-4bc2-899c-2a0de73349b5,Brian,Jones,jones.brian@vang.info,+237 6726559555,2023-06-22 21:54:33,1956-07-01,"389 Melissa Fall Suite 317
Port Bradley, TN 27010",Caseyfurt,Pennsylvania
56ffc48b-1859-40ad-80fc-3550ee957d69,Katherine,Burton,burton.katherine@martin.org,+237 6811412481,2024-05-13 11:45:16,1996-03-03,"Unit 4557 Box 5038
DPO AE 52228",Port Melaniechester,New Hampshire
814db3a3-53e3-439b-9b4d-8cdf1a930317,Michael,Acosta,acosta.michael@gray.net,+237 6887622169,2023-08-01 00:48:30,1972-02-13,"Unit 8606 Box 6968
DPO AA 89838",West Joseph,Colorado
571dded2-d389-484c-9eb0-a0e9205b746d,Brandon,Crawford,crawford.brandon@harris-luna.com,+237 6878041944,2024-01-18 06:28:42,1999-06-25,"850 Boyle Hill
West Joshuaview, OH 33252",Lake Johnny,New Jersey
dcdc8d88-da5c-4bcc-82b7-81aeb4cf8165,Stefanie,Mccormick,mccormick.stefanie@rogers.com,+237 6294885348,2023-04-09 13:01:28,1985-09-21,"78135 Mckinney Drives Apt. 036
East Evelyn, FM 09537",Zacharyport,Montana
29a006bb-f2d3-4ca1-8657-fe1cd8ca63e8,Nancy,Reyes,reyes.nancy@marks.com,+237 6524070417,2024-07-08 09:57:07,1938-07-06,"643 Julia Crossing Apt. 139
Padillafort, ME 32091",West Mary,Wyoming
44100aeb-d3b9-4c90-abf2-e4280fa07975,William,Holmes,holmes.william@taylor.com,+237 6815389992,2020-08-07 13:49:10,1973-07-02,"1638 Turner Pine Apt. 491
East Frances, MN 59195",East Albert,Connecticut
da112b24-ad1f-4d13-9c22-1a93942200d3,Michael,Bryant,bryant.michael@fuller-rocha.com,+237 6286585820,2020-12-14 11:17:14,1960-05-03,"275 Glover Cape
East Madisonville, TN 93480",Lake Sue,Connecticut
da2ae6ee-c6ca-45b4-bd33-e4de42a0ea0b,Katherine,Young,young.katherine@jacobson.com,+237 6287437636,2020-09-01 22:54:57,1975-07-19,"71554 Kim Stravenue
West Kelly, MS 54244",South Jacob,Maryland
05e4d950-3006-4d9f-a33a-82ccb92d9417,Edward,Montgomery,montgomery.edward@rice.com,+237 6262762288,2023-06-18 15:03:37,1948-05-19,"PSC 6064, Box 4449
APO AA 23335",West Kristina,North Dakota
