customer_id,first_name,last_name,email,phone_number,registration_date,date_of_birth,address,city,region
6e835dc7-c1dd-4138-b633-7ee2e8f4f061,Jason,Williams,williams.jason@harris-benton.com,+237 6873582616,2021-03-03 05:58:57,1996-02-07,"148 Holloway Mount
New Michael, IL 57997",New Jessica,Virginia
99621f42-2073-48c6-8de5-12059909ab14,Amanda,Gonzalez,gonzalez.amanda@russell.org,+237 6585486979,2020-11-16 23:51:08,1985-10-21,"PSC 9019, Box 0842
APO AE 24659",Tracyburgh,New York
9d73519a-045c-455e-81f7-d68d6bec0d87,Mark,Gomez,gomez.mark@johnson.com,+237 6575337297,2024-06-10 02:46:25,1949-06-21,"356 Owens Place
Port Kaylastad, LA 90295",East Jennifer,Wisconsin
0152a0e3-ca91-47f8-ad2d-85f9a125ef18,April,Carter,carter.april@rivers.net,+237 6217547594,2023-08-19 13:15:51,1969-11-14,"03356 Baker Causeway
Christensenborough, CO 60258",West Sandra,North Carolina
4d1ddd8e-72cc-4c54-82f0-b8046acf35a9,Elizabeth,Nelson,nelson.elizabeth@lane.com,+237 6547878362,2020-10-25 08:36:22,1963-11-11,"USCGC White
FPO AA 98779",North Michael,New Jersey
26ceff3e-4871-44c1-b3ba-944289190295,Michael,Salas,salas.michael@liu-vaughan.biz,+237 6757184212,2020-12-25 23:10:23,1968-03-06,"480 Timothy Island
North Davidport, SD 30733",New Trevor,South Carolina
ae26be5e-c745-49d5-8fdc-731e17e8367f,Rachel,Bates,bates.rachel@burns.com,+237 6872833016,2020-08-11 10:45:24,1985-08-31,"5856 Hooper Parks
New Adamchester, NJ 72690",East Jason,Illinois
9da6f9a1-0131-4352-8e64-ad41f5dce921,Dawn,Winters,winters.dawn@nichols.com,+237 6887745669,2023-11-28 15:35:50,1983-05-07,"92376 Brooks Path Apt. 760
South Brianview, OH 86500",North Kathryn,Virginia
bb7a23af-4f2a-40bc-9541-b320ef77ebef,Nancy,Hall,hall.nancy@ramsey-reynolds.com,+237 6755745917,2020-11-16 12:15:58,1951-11-26,"PSC 6019, Box 9081
APO AE 78265",Thomasfurt,Louisiana
f6ad30b8-716b-4fc1-8fdd-8de6e932e63e,Michael,Bailey,bailey.michael@fernandez-obrien.com,+237 6539538119,2021-11-23 02:45:10,1997-10-20,"883 Dominguez Place Suite 655
New Allenshire, IA 34391",Loweryborough,South Dakota
00c3b757-9647-4a13-a618-91b4159d2817,Christine,Gibbs,gibbs.christine@harris.com,+237 6245170836,2022-06-10 05:59:48,1998-08-12,"35205 Dorothy Fall
Thompsonton, DE 60142",East Kathrynchester,Louisiana
e7cad3d5-4093-4d73-960c-f06bec99422d,Joseph,Davis,davis.joseph@rangel-stevens.com,+237 6725639797,2020-09-09 18:34:03,1948-10-06,"46305 Carter Mission
West Franciscoberg, IL 65153",Port John,New Hampshire
6d98ea61-df23-40f1-9fb5-02ce3974987a,Kevin,Sanchez,sanchez.kevin@hartman.com,+237 6744962862,2020-10-11 05:50:55,1998-05-25,"812 Ryan Road
North Joshuatown, DC 21975",Taylortown,Illinois
6f31b1e8-df91-4709-afaa-ed01287233bc,Christina,Harrison,harrison.christina@adams-may.com,+237 6852488651,2022-04-10 06:43:15,1938-08-25,"284 Wilkinson Prairie
West Wendy, OK 85509",Cookborough,Minnesota
7ddbd055-fb9d-42c0-8ad8-70ac1f2e5148,Tammy,Schmitt,schmitt.tammy@gomez.net,+237 6801172545,2020-10-11 22:06:50,1934-01-28,"1376 Teresa Streets Suite 246
New Patrickland, IN 97701",West Kennethfurt,Idaho
aff135e4-d6cc-4fd7-ab3b-b0d8f86de539,Matthew,Small,small.matthew@smith.com,+237 6552944346,2023-12-16 03:49:02,1957-06-06,"PSC 8921, Box 5003
APO AA 44306",West Codyshire,California
3d219217-b472-4067-8723-e98ad746b552,Matthew,Jordan,jordan.matthew@holmes.com,+237 6235678184,2021-08-20 21:07:16,1994-11-29,"296 Joseph Islands
New Mathewville, IA 72182",New Peter,Wyoming
a01549a1-fa0b-479d-a0ce-20d6ea66b48f,Danielle,Smith,smith.danielle@cherry-perkins.info,+237 6236972095,2021-01-19 07:48:51,1984-03-09,"05950 Estrada Ways Apt. 863
North James, VI 85946",West Lindaville,North Dakota
c77c42ff-b64c-4fce-af6e-8583402db929,Valerie,Meyer,meyer.valerie@foley.info,+237 6260411650,2022-03-28 04:21:43,1937-08-24,"94723 April Wall
Lunahaven, AR 67598",Richardfurt,North Carolina
c74252a1-62d3-424b-bf54-c22b62a36a79,William,Benitez,benitez.william@stanley-watkins.com,+237 6221058105,2023-12-06 07:38:13,1993-04-05,"771 Reed Circle Apt. 660
Matthewchester, MS 38109",Grantside,Missouri
e9834cb9-49c4-455a-abd2-7d4b98f5d4b5,Nathaniel,Ellis,ellis.nathaniel@alvarez.com,+237 6854793166,2022-01-31 16:20:25,1969-10-13,"5526 Cody Mission
Matthewport, PR 43794",Port Ericview,Michigan
645b4a76-a7e6-40b7-8d75-bf1eb7d47362,Haley,Ward,ward.haley@villegas-barrett.com,+237 6245271018,2021-08-23 00:26:51,2001-02-17,"824 John Harbors Suite 071
Gabrielleberg, VA 67545",Port Marymouth,Nevada
2b5eee38-235e-4de1-b9e0-ea9ce98e6b07,Melissa,Kim,kim.melissa@spears.org,+237 6863022479,2022-02-17 06:47:52,1960-05-31,"29193 Carla Squares
Mariafurt, PA 64552",Montgomeryland,North Dakota
90b7b1f8-721f-4f37-bf0f-c1a935e7c06c,Jason,Murray,murray.jason@george-dean.com,+237 6290654689,2021-01-30 05:44:27,1991-10-07,"69545 Jeremiah Plains
North Bryanbury, PR 51396",West Ronnie,Louisiana
22649408-6d0c-47d5-a12d-13ea996d038d,Courtney,Knight,knight.courtney@brown.org,+237 6571218894,2022-12-29 05:22:15,2001-11-06,"749 Austin Meadow Apt. 513
Kristenstad, TX 08943",South Jenniferchester,Iowa
ede3c802-d7a1-4a43-aea1-1a098b66b80a,Jessica,Schroeder,schroeder.jessica@cooper.net,+237 6219217286,2023-02-04 18:36:51,1941-05-01,"919 Hebert Freeway Suite 195
Bruceburgh, IA 56693",Lake Coreychester,Nebraska
97d87507-491d-4ff1-9d08-a2a5e4e39321,Monique,Hunt,hunt.monique@williams.info,+237 6795407614,2023-01-24 10:19:29,1964-07-11,"41797 Holland Well
North Williamside, OK 77147",Rivasfort,Mississippi
b53e82e7-ef3e-4e57-b15c-8a975bd5537a,Elizabeth,Watson,watson.elizabeth@sexton.com,+237 6827577747,2021-07-22 10:41:47,1968-02-21,"98101 Pena Plain Suite 408
Pollardport, MO 19720",Rachelland,Delaware
24500840-02a5-4794-9968-c2bb588b5917,Bradley,Smith,smith.bradley@cox.info,+237 6861357027,2023-09-26 21:19:00,1978-06-26,"9288 Harris Extension Apt. 580
North Robinland, PA 22998",Davidchester,Mississippi
a4b03e32-d710-4a0e-acfd-3bf85feafdcc,Charles,Malone,malone.charles@smith.com,+237 6770975313,2021-09-14 10:30:52,1977-11-26,"544 Dana Cliff Suite 779
Peggyburgh, KS 05307",Petersonland,North Dakota
c7aae53d-a7b6-4341-804d-4d8664ce0605,Brian,Kim,kim.brian@murray.biz,+237 6209379938,2020-10-24 17:57:43,1936-09-21,"178 Wright Curve Apt. 992
Knappview, TN 14481",Jeffreyview,Hawaii
c595462b-0bb2-4607-926f-5cdc9e6434df,Carolyn,Anderson,anderson.carolyn@meyer-carr.org,+237 6743097045,2022-01-15 11:54:27,1935-05-29,"67383 Campbell Ridge
South Amyville, MA 30371",New Marialand,Massachusetts
0040985e-2890-436a-a8ce-526e34ad12f6,Linda,Walker,walker.linda@rivera.com,+237 6287068964,2023-04-01 18:06:25,1992-04-06,"92061 Jeremy Flat
Andradestad, UT 15245",South Daniel,Maryland
93330120-156f-4f54-8761-f70d04dd1274,Mario,Moore,moore.mario@smith-ramirez.com,+237 6812684395,2020-11-28 10:42:20,1976-01-03,"83639 Jackson Burg
East Michaelton, AZ 77948",Hutchinsonborough,Hawaii
f274465d-6892-4b78-9e09-58cad39b8da5,Nancy,Benitez,benitez.nancy@palmer.biz,+237 6876481976,2024-07-08 19:58:33,1977-02-27,"137 Cross Squares
Heathmouth, NE 97287",Daniellechester,Ohio
a3b4d500-ad4b-406a-844a-20fd0d9c439b,Karen,Turner,turner.karen@dunlap-welch.com,+237 6750934767,2022-08-18 23:14:32,1980-03-26,"386 Amy Gateway
Port Brian, MI 72199",West Zacharymouth,North Dakota
701ff7fd-ed03-49e4-8a19-aab74270bd59,Laura,Davis,davis.laura@serrano.info,+237 6265833223,2023-09-24 22:55:00,1982-07-15,"887 Walker Lock Apt. 436
Ronaldton, NY 11577",Lake Melindaberg,New Mexico
633cf6b1-c63d-4495-b73d-60f027d7ee59,Mitchell,Villanueva,villanueva.mitchell@andersen.com,+237 6203616321,2021-10-09 19:09:27,1999-11-13,"994 Danny Stravenue Apt. 489
Camachoborough, AS 34417",Michaelberg,Alabama
ad5374e3-2c56-41a7-b449-28c7f0f3cec5,Caroline,Cohen,cohen.caroline@harris-berry.com,+237 6568849166,2020-09-21 11:36:38,1994-06-20,"34857 Laurie Port
Lake Derekside, MS 46315",Barnestown,South Carolina
7eeaf22e-f746-4316-b5a0-7bc357a5d3dd,Linda,Walter,walter.linda@gordon-english.net,+237 6827673809,2022-01-18 21:52:14,2002-10-24,"3701 Powers Overpass Apt. 654
Patrickside, VT 29059",Tannershire,Indiana
1b6d3fd7-ec33-414d-bb44-dcb69b82771d,Randall,Powell,powell.randall@hall.com,+237 6256983837,2021-06-07 03:09:10,1976-05-12,"638 Darryl Keys Apt. 418
Joshualand, GA 75367",Josebury,New Jersey
95a2a7a6-6e08-4af2-a26e-c4aaace2edd8,Kevin,Myers,myers.kevin@guzman.org,+237 6793783729,2024-05-04 18:44:52,2006-07-13,"1384 Roberts Overpass
Carpenterland, ND 41334",New Benjamin,Arizona
23dba0d8-ee84-431f-adac-03c6d2ba6bb5,Nichole,Rodriguez,rodriguez.nichole@martinez.com,+237 6817163399,2020-09-16 07:08:25,1984-09-24,"379 Daniel Gateway Apt. 736
East Dawn, MN 99946",Hansonland,Texas
9ec16a8f-a335-4365-8e6e-8f58b4d793ea,Nicholas,Robbins,robbins.nicholas@hayes-li.biz,+237 6245579461,2021-04-21 20:51:36,1963-11-23,"2840 Owens Via
Port Jillbury, VA 42466",Campbellfurt,South Carolina
f18f6e6b-25d3-484e-aa19-546bd7c64907,Shawn,Parker,parker.shawn@peters.org,+237 6797945664,2020-08-25 03:33:27,1945-04-11,"352 Sullivan Circles
Lake Carolynton, NE 27544",Lake Stephaniebury,Florida
d7acfc4d-a4cc-4a91-bc13-658e49410efd,Frank,Mcdaniel,mcdaniel.frank@reynolds.com,+237 6877362387,2022-09-18 11:53:22,1982-08-19,"6474 Owen Ford Suite 298
Charlesbury, MN 76801",North David,Oregon
4c2b5793-7360-4a7f-a902-4d3e76b9982c,Rebecca,Gibbs,gibbs.rebecca@johnson.com,+237 6784543498,2022-06-25 06:50:04,1953-03-11,"6646 Jennifer Loaf Suite 946
Gregoryfurt, NJ 95067",East Brenda,California
7c3a417a-048e-4675-aaeb-71fc35a9945a,Sharon,Murphy,murphy.sharon@henson.com,+237 6282145563,2022-06-28 02:06:45,1995-10-14,"113 Morris Island Apt. 903
Smithmouth, VT 02785",Benderside,Louisiana
b9c16d8b-d192-4249-8ef3-4fdb247e772c,Isaac,Rose,rose.isaac@byrd.com,+237 6768992280,2021-05-05 12:59:57,1955-06-21,"783 Ross Courts
East Breanna, VT 79858",Colemanside,Ohio
29659116-1d0a-4f25-84cc-ee4be10fca77,Barbara,Green,green.barbara@brock.com,+237 6783311677,2023-04-01 18:59:48,2000-08-04,"038 Cook Pine
Port Stacyton, PA 50093",North Patricia,North Carolina
fd20918f-e622-45f2-9d6b-5abce0095d4d,Charlotte,Tucker,tucker.charlotte@miller.com,+237 6805794970,2023-04-05 13:22:57,1959-08-31,"1474 Stephanie Port
Tylerview, ID 39781",Port Linda,Nebraska
5fd23152-9ffa-455b-b78c-4208184315ba,Mary,Lutz,lutz.mary@jackson.com,+237 6892818465,2023-07-04 01:32:49,1971-08-27,"623 Kenneth Fork Apt. 535
Port Kaitlyn, AK 71626",East Richard,Kansas
adb89a7a-8ca4-4a94-a4c0-aadc48f8893d,Natasha,Wilson,wilson.natasha@strickland.org,+237 6532375061,2024-04-21 17:20:34,1951-08-13,"5080 Hernandez Flat
South Juliabury, UT 92977",North Keithview,New Hampshire
